Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
196056,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Religious beliefs,"3,6",6,6,They went there,6,6,,Cultural/historical reasons,"6,3",6,6,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Mutual respect,4,4,,Religious education/different cultures learned,4,4,,All children are equal,3,3,,Drive out religion from educational sector,5,5,,Child can have more confidence/social aspect,4,4,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Brings dual responsibility, powersharing. 5-10 years it would be classed as normal",4,1,1,Gives both sides as a choice for their input fairly,"4,3",4,4,Social reasons,4,4,,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Child feeling inadequate/not the same,"8,5",8,5,Different religious groups thinking their culture/beliefs to be 'watered down',8,8,,"History, background, parents",8,8,,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Social aspect,3,94,3,Less for child to worry about i.e. moving to a new school,3,3,,Security element,90,94,90,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Country schools ready to move on,1,1,,Rural school leavers to travel further,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
151124,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Every child would have the same chances,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Brighter children would be held back,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Afraid of trouble,"4,5","4,5",,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,to teach religion in Catholic schools,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,More mixing would teach children to get on better and teach a better understanding of the other side,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Why put them together to separate them,c6,1,5,Would be a first step to better understanding,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,No support,c94,91,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,The younger children would not get a chance,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
198072,Wider choice of subjects - vocational/academic,2,2,,No discrimination (secondary school/Grammar better),"3,93",4,3,Offered to all students,3,3,,Can be streamlined within this system instead of transferred at 11 years,"2,5",5,5,NA,92,92,,4,Everybody has same choice,3,3,,children from same family can go to the same school,1,1,,It's fairer,3,3,,NA,92,92,,NA,92,92,,,Bigger schools - less 'family like',2,9,,Have to travel bigger distances,1,1,,Academics held back,2,2,,NA,92,92,,NA,92,92,,,People need to develop at different ages,"9,2",9,9,Brighter pupils may be held back,2,2,,Boys and girls develop at different stages,"9,7",7,7,NA,92,92,,NA,92,92,,3,Less bullying,5,5,,Learn traditional culture/history,6,6,,Adhere to accepted behaviour in their faith,"3,6",6,6,NA,92,92,,NA,92,92,,3,Raise children in culture born into,6,6,,Need to maintain different values,6,6,,Might choose a different path,6,6,,Think they can end up Married,91,90,3,Pure hatred and dislike of other side,3,3,,5,Breaks down barriers,4,4,,"Will have to mix anyway later in college, universities",4,4,,Understand/learn eachother's cultures,4,4,,NA,92,92,,NA,92,92,,,Don't have a narrow view,4,4,,Learn to respect others beliefs,4,4,,Make schools more visible,"2,90",1,90,Resources better spent,1,1,,Better education to all pupils with fewer schools,2,2,,5,Bullying,c5,c5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Breaks down barriers,4,4,,More economic sense,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,Breaks down barriers,c4,c4,,Creates better understanding between communities,c4,c4,,Build cross-community friendships,c4,c4,,Economically better in rural areas maybe,c1,1,,NA,92,92,,4,Don't know really how it can be argued,c90,94,92,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Economical,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Economic reasons,1,1,,Might make rural schools viable,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,Young children mixing wih older. Younger are intimidated,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Older ones might bully,4,4,,Teenagers to tally different needs than younger children. Too much of an age gap,"3,4",3,3,NA,92,92,,NA,92,92,,NA,92,92,,2
172133,Greater variety of learning,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To make sure the child gets the necessary education,2,94,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Children lose their moral identity,9,9,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Keeping the child in the right framework,"6,5",6,"5,6",It goes back to Church grounding,"7,6",6,6,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,The children are mixing & learning to get on with life,4,4,,They won't make a big issue of who they are,4,4,,They know no different,91,3,91,NA,92,92,,NA,92,92,,3,Children are mixing with other communities and therefor learning more,"4,2",4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Letting the children get on with life,4,94,4,They should be taught seperately for R.E.,5,90,5,NA,92,92,,NA,92,92,,NA,92,92,,2,Teachers are not trained in the same college therefor this could reflect on the child,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It's giving the children a better scope,3,3,,They're going to be more ready for the next school,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Are the children going to be ready to take all this in at an early age?,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
244049,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
133107,Fairer system,3,3,,Everybody get the same chance,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It would be the end of grammar schools,2,2,,They wouldn not be as 'elite' as grammar schools,"6,3",6,6,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Gives children a better sense of identity,6,6,,Puts their religious point of view at the forefront,7,6,"6,7",Maintains the status quo,6,1,1,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Create a more balanced society in the future,4,4,,Less extremist point of view in the future,4,4,,Broader understanding of eachothers community,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Woud giive a broader understanding of eachother,4,4,,Let them see that it is pobbible to live and work together closely,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Their faith may become 'diluted' to a certain degree,8,8,,They may be 'influenced' the the 'other side',"8,3",8,8,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
196073,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Their religious identity won't be lost,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Want to keep own culture,6,6,,Make sure they grow up in own faith,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,They mix with both communities,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Know each other better,4,4,,Accept the other side I suppose,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Don't know why anybody would,c94,91,c94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,It wouldn' work out,94,1,1,Moving children around from pillar to post and means changing school again,"3,1",3,1,NA,92,92,,NA,92,92,,NA,92,92,,2,Think primary school is primary,5,94,5,Bigger people wouldn't mix,"4,3",3,3,Keep younger ones separate from bigger ones - not a godd idea,4,3,3,NA,92,92,,NA,92,92,,3
281110,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Everyone is treated the same,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It is very limiting,2,94,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,With their friends,6,1,1,sense of community & belonging,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,2,Don't want to learn about other faiths,"6,3",6,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Would encourage more communication between the communities,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,You have to have a dividing line somewhere and it is better to stay the way it is now,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
112093,Better chance for their child,2,94,2,No one could label child,3,4,3,Not know their religion,4,4,,Mix with other religions,4,4,,Better job opportunites - outlooks,"2,90",5,1,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children of all abilities together,"2,6",2,2,Children of higher level with children lower level,"2,3",2,2,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Would work on ly if no religious input ie Priests/Nuns,1,1,,Maintained or Catholic done away with,3,6,6,No ccms,90,c1,c1,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Better realtionships at early age,4,4,,All equal opportunities,3,3,,Know what eachother do i.e. extra cirricular,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Depends on religion classes,c8,c8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Confusion,"3,1",94,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Child of 14 not want to be in same school as child as 7 year old,3,4,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
121041,That people of a lower academic level of education will strive more for a higher academic level,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Not good enough for the brighter pupils, they will be kept behind",c2,c2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,If your child has an ability to do a specific subject they will have the choice to attend a special school,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,if your child is really good they have a choice to go on,"2,6",2,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Worried about violence in schools and what security is available,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Bring children together before they go into employment,6,c4,c4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,That children grow up to accept people from all religions and wont grow up unable to accept them,4,4,,So that children have the opportunity to learn about religions other than their own,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of change,c4.c5,c1,,Bullying might increase,c5,c5,,Rows at school,c5,c5,,NA,92,92,,NA,92,92,,3,There's no point in combining schools and still keeping children in separate classrooms,c6,1,c6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,It's too late to mix when they leave school,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of arguments,"4,5",5,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,At 14 a child who is changing school will strive more at the prospect of changing schools than if they stayed at the same school,"2,3",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Children noot ready at 11 to go to big school,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Younger pupils being bullied,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
195097,More equality,3,3,,Better opportunities for weaker children,2,2,,Mix with more intelligent children - will rub off,2,2,,Wideness of cirriculum,2,2,,More motivation for weaker pupils,"2,5",2,"2,5",5,Wide choice of subjects,2,2,,Closeness of school,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,Dragging down children to one level,2,2,,Disruption in classrooms increased,5,5,,Dumbing down of subjects,2,2,,Less time for specialisms,2,2,,Bad influence on brighter pupils,"5,2",2,5,5,No specialist subjects,2,2,,One rule fits all does not always work,2,1,2,Would  not attract the best teachers,2,2,,NA,92,92,,NA,92,92,,3,Keep our identity,6,6,,Correct ethos,"6,3",6,6,Not influenced by other religions,6,6,,Do as parents did,6,6,,Be with their own sort,6,6,,5,No one spoke out,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Broad balanced education of all areas of education,2,2,,More chance of greater choice of subjects,2,2,,More children of similar ability,4,2,,See how other half live i.e. that they are just the same as you i.e. teenagers,4,4,,Get a balanced point of view & appreciate others opinions,4,4,,,"To give a rounded education, so that 24 subjects could be offered",2,2,,More pupils,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,More chance of better education,2,2,,Education - leading out,2,2,,Prepare for wider world,4,4,,More chance than minority subjects will be taught in a full class,2,2,,Economics - sharing of experience,"1,4",1,1,5,Rounded education,"4,2",2,2,To agree to differ,4,94,4,To make up numbers,1,1,,Able to provide more subjects,2,2,,NA,92,92,,4,I amn narrow minded,"3,93",3,3,I want the kids to stay as they are,8,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,No one spoke out,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Bridging the 11 gap,3,3,,14 better age for decision making,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,English schools mentioned,90,94,94,Thought good idea if 11+ done away with,3,4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,"14 wrong age as children starting to deelop then, unsure of themselves",3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Keep at primary school until 11,94,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1
165147,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
